node_id,mondo_definition,t-SNE 1,t-SNE 2
15911,"Hemolytic anemia, the cause of which is not present at birth.",1.0294551,4.569877
15912,"An inherited giant platelet disorder with a complex phenotype characterized by congenital thrombocytopenia and possible subsequent manifestations of sensorineural hearing loss, presenile cataracts, elevation of liver enzymes, and/or progressive nephropathy often leading to end-stage renal disease (ESRD). Epstein syndrome, Fechtner syndrome, May-Hegglin anomaly and Sebastian syndrome, previously described as distinct disorders, represent some of the different clinical presentations of MYH9-RD.",6.187613,1.9103005
15919,,-3.9201288,7.9779177
1592,,-4.4749327,-1.624101
15920,,-4.025398,7.9623656
15921,,-5.4546666,7.701248
15922,,-4.931652,7.8231506
15923,An instance of peripheral neuropathy that is acquired during the lifetime of the individual.,-2.0192957,0.7536782
15924,"Pulmonary arterial hypertension (PAH) is a group of diseases characterized by elevated pulmonary arterial resistance leading to right heart failure. PAH is progressive and potentially fatal. PAH may be idiopathic and/ or familial, or induced by drug or toxin (drug-or toxin-induced PAH) or associated with other diseases like congenital heart disease, connective tissue disease, HIV, schistosomiasis, portal hypertension (PAH associated with other disease).",0.12168999,5.711853
15925_17031_17030_17034,"A diverse group of lung diseases that affect the lung parenchyma. They are characterized by an initial inflammation of pulmonary alveoli that extends to the interstitium and beyond leading to diffuse pulmonary fibrosis. Interstitial lung diseases are classified by their etiology (known or unknown causes), and radiological-pathological features.",1.052058,4.6455083
15926,"An occupational lung disorder caused by inhalation of dust particles. It is characterized by bilateral interstitial lung infiltrates. Representative examples include asbestosis, silicosis, anthracosis, and talc pneumoconiosis.",0.15418205,6.733192
15928,,-2.08406,0.47904378
15929,,-6.9143476,6.661431
1593,A disease that involves the rectum.,-6.251732,0.35280943
15930,,-6.855191,5.7100554
15933_15932_15619_15934,A urogenital tract malformation that is not part of a larger syndrome.,-7.1628036,4.758238
15935,,-8.798323,0.8358342
15938,"A systemic disease is one that affects a number of organs and tissues, or affects the body as a whole.",-4.433591,3.2078042
15939,An autoimmune form of systemic disease.,-4.58193,3.0539312
1594,An bursitis involving a pathogenic inflammatory response in the calcaneal tendon.,0.17620912,0.118189484
15941,"Epiphyseal dysplasia-hearing loss-dysmorphism syndrome is a rare multiple congenital anomalies/dysmorphic syndrome characterized by developmental delay, intellectual disability, short stature, sensorineural hearing impairment, facial dysmorphism (incl. epicanthus, broad, depressed nasal bridge, broad, fleshy nasal tip, mildly anteverted nares, deep nasolabial folds, broad mouth with thin upper lip) and skeletal anomalies (incl. abnormally placed thumbs, brachydactyly, scoliosis, dysplastic carpal bones). Patients also present severe behavior disturbances (aggression, hyperactivity), as well as hypopigmented skin lesions and hypoplastic digital patterns. There have been no further descriptions in the literature since 1992.",7.6002684,-7.135845
15944,"Axial mesodermal dysplasia spectrum is a rare developmental defect during embryogenesis syndrome characterized by congenital manifestations of both oculo-auriculo-vertebral spectrum and caudal regression sequence. Phenotype is highly variable but patients typically present facial dysmorphism (incl. asymmetry, hypertelorism), auricular abnormalities (e.g. preauricular tags, microtia, absence of middle ear ossicles), skeletal malformations (hemivertebrae, hip dislocation, sacral agenesis/dysplasia, talipes equinovarus, flexion deformity of lower limbs), cardiac defects (dextrocardia, septal defects), renal and genitourinary anomalies (such as renal agensis/dysplasia, abnormal external genitalia, cryptorchidia), as well as anal anomalies such as anal atresia and rectovesical fistula.",7.684114,-5.5269814
15945,Polymalformative genetic syndrome with increased risk of developing cancer (PGSIRC) comprises a wide range of syndromes characterized by congenital malformations with a high risk of developing tumors including up to 50 different rare diseases.,-6.3932295,6.174484
15947_17262_17263,An instance of ichthyosis (disease) that is caused by an inherited modification of the individual's genome.,2.2633307,5.607901
1595,"A neurological condition affecting the involuntary movements. It is characterized by brief, non-repetitive irregular muscle contractions. It is seen in patients with Huntington's disease.",5.070046,4.3856373
15950,,-7.085704,3.4773974
15951,"Hereditary photodermatoses are a spectrum of rare photosensitive disorders that are often caused by genetic deficiency or malfunction of various components of the DNA repair pathway. This results clinically in extreme photosensitivity, with many syndromes exhibiting an increased risk of cutaneous malignancies.",-5.129784,6.2356286
15953,,-5.963185,4.222261
1596,A somatoform disorder in which an individual is preoccupied with having a serious illness despite not having been given a corroborating diagnosis.,-6.7519045,-6.4204597
15961,,-3.917997,4.024806
15962,,-4.132883,6.507751
15967,Rare genetic diabetes mellitus.,-2.4385037,2.8467817
1597,A disease involving the submandibular gland.,-3.3506634,-4.0249834
15974,"Severe combined immunodeficiency (SCID) comprises a group of rare monogenic primary immunodeficiency disorders characterized by a lack of functional peripheral T lymphocytes resulting in early-onset severe respiratory infections and failure to thrive. They are classified according to immunological phenotype into SCID with absence of T cells but presence of B cells (T-B+ SCID) or SCID with absence of both (T-B- SCID). Both of these groups include several forms, with or without natural killer (NK) cells.",3.3891788,2.1959174
15975,,-5.2237434,6.401264
15976,,-5.2237434,6.401264
15978,,-4.7689986,3.0849078
15979,,-4.9339714,2.7652738
1598,"A benign lesion that involves the salivary glands, usually the parotid gland. It affects females more often than males and it may be a manifestation of autoimmune diseases such as Sjogren syndrome. There is an increased incidence of benign lymphoepithelial lesions in HIV-positive patients. It is characterized by the presence of a marked lymphocytic infiltrate and epi-myoepithelial islands in the affected salivary gland. Patients usually present with firm and painless swelling of the affected salivary gland. There is an increased risk for development of lymphoma.",-2.6578665,-1.9300834
15985,"Bone dysplasia Azouz type is a form of generalized enchondromatosis with involvement of the spine (so called spondyloenchondromatosis). Spondyloenchondromatosis is a very rare skeletal dysplasia characterized by severe platyspondyly, and mild involvement of hands and feet.",1.0567243,9.416092
15986,"Bilateral renal agenesis is the most profound form of renal agenesis, characterized by complete absence of kidney development, absent ureters and subsequent absence of fetal renal function resulting in Potter sequence with pulmonary hypoplasia related to oligohydramnios, which is fatal shortly after birth.",8.63684,0.5603499
15987,Scimitar syndrome is characterized by a combination of cardiopulmonary anomalies including partial anomalous pulmonary venous return connection of the right lung to the inferior caval vein leading to the creation of a left-to-right shunt.,9.131294,-0.07373629
15988_19982_19981,"Bilateral multicystic dysplastic kidney (MCDK) is a lethal form of multicystic dysplastic kidney (MCDK), a congenital anomaly of the kidney and urinary tract (CAKUT), in which both kidneys are large, distended by non-communicating multiple cysts and non-functional.",1.6291804,8.06481
15989,"1/100,000) usually diagnosed by echocardiography. It may be limited to one of the four valves but can also involve the two atrioventricular valves and the two semilunar valves. When it is associated with either stenosis or regurgitation of the affected valve(s), the symptoms depend on the degree of obstruction or on the volume of regurgitation.",-5.5539284,4.9468293
15990,"A rare neurologic movement disorder characterized by sustained muscle contractions of a single body region, usually producing twisting and repetitive movements or abnormal postures or positions.",2.1282625,6.331757
15994,,-1.2707611,0.7634204
15995,"Melorheostosis with osteopoikilosis is a rare sclerosing bone dysplasia, combining the clinical and radiological features of melorheostosis and osteopoikilosis, that has been reported in some families with osteopoikilosis and that is characterized by a variable presentation of limb pain and deformities.",6.584931,2.349807
15997,"Ectopia lentis-chorioretinal dystrophy-myopia syndrome is characterised by anomalies of the lens (ectopia and cataracts) and retina (generalized tapetoretinal dystrophy and total retinal detachment). Myopia has also been reported. It has been described in four members of the same family, all resulting from a consanguineous marriage. The mode of transmission is autosomal recessive.",-5.7350793,6.9840856
15998,"Isolated ectopia lentis (IEL) is a rare, clinically variable, eye disorder characterized by dislocation of the lens, often causing significant reduction in visual acuity.",7.3942213,0.85098815
