node_id,description,t-SNE 1,t-SNE 2
DB01306,"Insulin aspart is a rapid-acting form of insulin used for the treatment of hyperglycemia caused by Type 1 and Type 2 Diabetes. Insulin is typically prescribed for the management of diabetes mellitus to mimic the activity of endogenously produced human insulin, a peptide hormone produced by beta cells of the pancreas that promotes glucose metabolism. Insulin is released from the pancreas following a meal to promote the uptake of glucose from the blood into internal organs and tissues such as the liver, fat cells, and skeletal muscle. Absorption of glucose into cells allows for its transformation into glycogen or fat for storage. Insulin also inhibits hepatic glucose production, enhances protein synthesis, and inhibits lipolysis and proteolysis among many other functions.",-1.9029375,-5.8187227
DB01307,"Insulin detemir is a long-acting form of insulin used for the treatment of hyperglycemia caused by Type 1 and Type 2 Diabetes. Insulin is typically prescribed for the management of diabetes mellitus to mimic the activity of endogenously produced human insulin, a peptide hormone produced by beta cells of the pancreas that promotes glucose metabolism. Insulin is released from the pancreas following a meal to promote the uptake of glucose from the blood into internal organs and tissues such as the liver, fat cells, and skeletal muscle. Absorption of glucose into cells allows for its transformation into glycogen or fat for storage. Insulin also inhibits hepatic glucose production, enhances protein synthesis, and inhibits lipolysis and proteolysis among many other functions.",-1.8898137,-5.8060946
DB01309,"Insulin glulisine is a short-acting form of insulin used for the treatment of hyperglycemia caused by Type 1 and Type 2 Diabetes. Insulin is typically prescribed for the management of diabetes mellitus to mimic the activity of endogenously produced human insulin, a peptide hormone produced by beta cells of the pancreas that promotes glucose metabolism. Insulin is released from the pancreas following a meal to promote the uptake of glucose from the blood into internal organs and tissues such as the liver, fat cells, and skeletal muscle. Absorption of glucose into cells allows for its transformation into glycogen or fat for storage. Insulin also inhibits hepatic glucose production, enhances protein synthesis, and inhibits lipolysis and proteolysis among many other functions.",-1.89237,-5.739954
DB01319,"Fosamprenavir is a prodrug of amprenavir, an inhibitor of human immunodeficiency virus (HIV) protease.",3.238168,2.2369835
DB01320,"Fosphenytoin is a water-soluble phenytoin prodrug used only in hospitals for the treatment of epileptic seizures. It works by slowing down impulses in the brain that cause seizures. Its main mechanism is to block frequency-dependent, use-dependent and voltage-dependent neuronal sodium channels, and therefore limit repetitive firing of action potentials.",-0.42813757,-8.597749
DB01321,A macrolide antibiotic from Streptomyces narbonensis. The drug has antimicrobial activity against a wide spectrum of pathogens.,6.095205,1.7220112
DB01323,,2.1484647,-7.0314016
DB01324,"A thiazide diuretic with actions and uses similar to those of hydrochlorothiazide. (From Martindale, The Extra Pharmacopoeia, 30th ed, p826)",3.0066059,-5.2997894
DB01325,"Quinethazone, marketed as Hydromox, is a thiazide diuretic indicated for hypertension. Patients may experience adverse reactions such as dizziness, dry mouth, nausea, and hypokalemia.",3.7887328,-5.3221703
DB01326,Cefamandole is also known as cephamandole. It is a parenterally administered broad-spectrum cephalosporin antibiotic. It is generally formulated as a formate ester. It is no longer marketed in the United States.,4.4531827,-2.266496
DB01327,A semisynthetic cephalosporin analog with broad-spectrum antibiotic action due to inhibition of bacterial cell wall synthesis. It attains high serum levels and is excreted quickly via the urine.,4.560233,-2.3813112
DB01328,"A second-generation cephalosporin administered intravenously or intramuscularly. Its bactericidal action results from inhibition of cell wall synthesis. It is used for urinary tract infections, lower respiratory tract infections, and soft tissue and bone infections.",5.3124914,-3.7172682
DB01329,"Cefoperazone is a semisynthetic broad-spectrum cephalosporin proposed to be effective against <i>Pseudomonas</i> infections. It is a third-generation antiobiotic agent and it is used in the treatment of various bacterial infections caused by susceptible organisms in the body, including respiratory tract infections, peritonitis, skin infections, endometritis, and bacterial septicemia. While its clinical use has been discontinued in the U.S., cefoperazone is available in several European countries most commonly under the product name, Sulperazon.",4.388,-2.3883195
DB01330,A semisynthetic cephamycin antibiotic that is administered intravenously or intramuscularly. The drug is highly resistant to a broad spectrum of beta-lactamases and is active against a wide range of both aerobic and anaerobic gram-positive and gram-negative microorganisms.,4.660908,-2.476437
DB01331,"Cefoxitin is a semi-synthetic, broad-spectrum cepha antibiotic for intravenous administration. It is derived from cephamycin C, which is produced by <i>Streptomyces lactamdurans</i>.",4.9122505,-2.7020288
DB01332,A semisynthetic cephalosporin antibiotic which can be administered intravenously or by suppository. The drug is highly resistant to a broad spectrum of beta-lactamases and is active against a wide range of both aerobic and anaerobic gram-positive and gram-negative organisms. It has few side effects and is reported to be safe and effective in aged patients and in patients with hematologic disorders.,4.52195,-2.3194835
DB01333,A semi-synthetic cephalosporin antibiotic.,4.4863157,-2.3991392
DB01336,"Dimethyltubocurarinium (INN) or metocurine (USAN), also known as dimethyltubocurarine, is a non-depolarizing muscle relaxant. Patients on chronic anticonvulsant drugs are relatively resistant to metocurine. ",4.880332,-8.9179535
DB01337,A bis-quaternary steroid that is a competitive nicotinic antagonist. As a neuromuscular blocking agent it is more potent than curare but has less effect on the circulatory system and on histamine release.,4.8390036,-8.991922
DB01338,Pipecuronium is a piperazinyl androstane derivative which is a non-depolarizing neuromuscular blocking agent.,4.8472276,-8.850183
DB01339,"Monoquaternary homolog of pancuronium. A non-depolarizing neuromuscular blocking agent with shorter duration of action than pancuronium. Its lack of significant cardiovascular effects and lack of dependence on good kidney function for elimination as well as its short duration of action and easy reversibility provide advantages over, or alternatives to, other established neuromuscular blocking agents.",8.247915,-5.204498
DB01340,"Cilazapril is an ACE inhibtor class drug used in the treatment of hypertension and heart failure. It belongs to the angiotensin-converting enzyme inhibitors (ACE inhibitors) class of drugs. It is a prodrug that is hydrolyzed after absorption to its main metabolite cilazaprilat. It is branded as Inhibace in Canada and other countries, Vascace and Dynorm in a number of European countries, among many other names. None of these varieties are available in the United States.",0.28618395,-5.5906506
DB01341,,-6.9362984,-5.9005976
DB01342,"Forasartan, a specific angiotensin II antagonist, is used alone or with other antihypertensive agents to treat hypertension. Forasartan competes with angiotensin II for binding at the AT1 receptor subtype. As angiotensin II is a vasoconstrictor which also stimulates the synthesis and release of aldosterone, blockage of its effects results in a decreases in systemic vascular resistance.",0.6504249,-5.453344
DB01344,"Sodium polystyrene sulfonate is a medication used to treat abnormally high potassium levels. It may be taken orally or by rectum, as an enema, and functions as a potassium-binding resin in the intestines. It is also an effective topical microbicide and spermicide, inhibiting the genital transfection of, among others, HIV.",7.398129,0.24964857
DB01345,"Potassium is the major cation (positive ion) inside animal cells, while sodium is the major cation outside animal cells. The concentration differences of these charged particles causes a difference in electric potential between the inside and outside of cells, known as the membrane potential. The balance between potassium and sodium is maintained by ion pumps in the cell membrane. The cell membrane potential created by potassium and sodium ions allows the cell generate an action potential—a \spike\"" of electrical discharge. The ability of cells to produce electrical discharge is critical for body functions such as neurotransmission, muscle contraction, and heart function. Potassium is also an essential mineral needed to regulate water balance, blood pressure and levels of acidity.""",4.0780644,-5.189148
DB01346,The administration of quinidine derivatives helps to observe various skin and mucosal reactions. A papulopurpuric eruption in a patient (without thrombopenia) can be developed who is taking quinidine phenylethyl barbiturate intermittently and at reintroduction.(PMID: 9739909),-4.6286845,-1.290665
DB01347,Saprisartan is an AT1 receptor antagonist. It is based on medications of losartan's prototypical chemical structure. The mode of (functional) AT1 receptor antagonism has been characterized as insurmountable/noncompetitive for saprisartan. It is very likely that slow dissociation kinetics from the AT1 receptor underlie insurmountable antagonism.,0.5747685,-5.448434
